,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
59719,2.26,o,,g,f,f,f,f,3.42,14.36,,g,n,,,f,f,,d,u
59720,3.03,o,,k,f,f,f,f,3.47,15.96,,g,g,,,f,f,,d,a
59721,3.02,o,,k,f,f,f,f,3.6,15.07,,g,n,,,f,f,,d,a
59722,2.51,o,,g,f,f,f,f,3.67,14.43,,g,n,,,f,f,,d,u
59723,3.03,o,,k,f,f,f,f,3.4,16.21,,g,n,,,f,f,,d,u
59724,3.0,o,,g,f,f,f,f,3.45,16.58,,g,n,,,f,f,,d,u
59725,2.6,o,,g,f,f,f,f,3.04,13.27,,g,g,,,f,f,,d,u
59726,2.84,o,,g,f,f,f,f,3.69,15.23,,g,g,,,f,f,,d,a
59727,2.71,o,,g,f,f,f,f,3.14,14.65,,g,n,,,f,f,,d,u
59728,3.34,o,,g,f,f,f,f,2.97,13.53,,g,n,,,f,f,,d,u
59729,3.0,o,,g,f,f,f,f,2.79,13.08,,g,n,,,f,f,,d,a
59730,2.71,o,,g,f,f,f,f,3.46,14.0,,g,g,,,f,f,,d,u
59731,2.98,o,,k,f,f,f,f,3.04,13.54,,g,n,,,f,f,,d,a
59732,2.74,o,,k,f,f,f,f,3.25,16.42,,g,n,,,f,f,,d,a
59733,3.27,o,,k,f,f,f,f,4.15,15.78,,g,g,,,f,f,,d,u
59734,3.01,o,,k,f,f,f,f,2.92,14.18,,g,g,,,f,f,,d,u
59735,3.41,o,,k,f,f,f,f,3.89,15.49,,g,g,,,f,f,,d,u
59736,3.23,o,,g,f,f,f,f,4.03,14.9,,g,g,,,f,f,,d,a
59737,3.22,o,,g,f,f,f,f,3.47,13.97,,g,n,,,f,f,,d,u
59738,3.34,o,,k,f,f,f,f,3.53,15.14,,g,g,,,f,f,,d,u
59739,3.69,o,,g,f,f,f,f,3.58,16.29,,g,n,,,f,f,,d,u
59740,2.74,o,,k,f,f,f,f,2.86,13.94,,g,n,,,f,f,,d,u
59741,2.85,o,,k,f,f,f,f,3.33,15.38,,g,g,,,f,f,,d,u
59742,2.77,o,,g,f,f,f,f,3.47,14.31,,g,g,,,f,f,,d,a
59743,2.8,o,,g,f,f,f,f,3.56,15.32,,g,n,,,f,f,,d,u
59744,3.32,o,,g,f,f,f,f,3.4,15.66,,g,g,,,f,f,,d,a
59745,2.82,o,,k,f,f,f,f,3.61,13.32,,g,n,,,f,f,,d,u
59746,2.95,o,,k,f,f,f,f,3.09,15.22,,g,n,,,f,f,,d,a
59747,3.22,o,,g,f,f,f,f,4.07,16.71,,g,g,,,f,f,,d,u
59748,2.87,o,,k,f,f,f,f,2.38,12.27,,g,n,,,f,f,,d,a
59749,2.75,o,,k,f,f,f,f,3.0,14.13,,g,g,,,f,f,,d,u
59750,3.02,o,,g,f,f,f,f,3.06,13.25,,g,g,,,f,f,,d,a
59751,2.88,o,,k,f,f,f,f,2.89,15.29,,g,n,,,f,f,,d,u
59752,3.39,o,,k,f,f,f,f,3.97,15.55,,g,g,,,f,f,,d,u
59753,3.54,o,,g,f,f,f,f,3.84,15.38,,g,g,,,f,f,,d,a
59754,2.2,o,,g,f,f,f,f,2.81,10.8,,g,n,,,f,f,,d,u
59755,2.98,o,,k,f,f,f,f,2.35,13.01,,g,n,,,f,f,,d,a
59756,2.97,o,,k,f,f,f,f,3.49,14.11,,g,n,,,f,f,,d,a
59757,3.42,o,,k,f,f,f,f,3.74,16.3,,g,g,,,f,f,,d,a
59758,3.6,o,,k,f,f,f,f,4.01,18.04,,g,g,,,f,f,,d,a
59759,2.78,o,,g,f,f,f,f,2.99,15.71,,g,g,,,f,f,,d,u
59760,3.13,o,,k,f,f,f,f,3.75,14.4,,g,n,,,f,f,,d,a
59761,3.02,o,,k,f,f,f,f,3.36,13.43,,g,g,,,f,f,,d,u
59762,2.92,o,,g,f,f,f,f,3.74,15.68,,g,n,,,f,f,,d,u
59763,3.0,o,,k,f,f,f,f,3.42,14.99,,g,g,,,f,f,,d,a
59764,3.2,o,,g,f,f,f,f,3.61,14.28,,g,g,,,f,f,,d,u
59765,2.85,o,,k,f,f,f,f,4.02,14.93,,g,g,,,f,f,,d,u
59766,3.26,o,,k,f,f,f,f,3.79,15.9,,g,g,,,f,f,,d,u
59767,2.58,o,,g,f,f,f,f,3.28,14.87,,g,n,,,f,f,,d,u
59768,3.24,o,,g,f,f,f,f,3.64,15.22,,g,n,,,f,f,,d,a
59769,2.77,o,,g,f,f,f,f,3.59,14.36,,g,n,,,f,f,,d,a
59770,2.16,o,,g,f,f,f,f,3.31,15.3,,g,g,,,f,f,,d,a
59771,2.73,o,,k,f,f,f,f,2.11,11.7,,g,n,,,f,f,,d,a
59772,2.94,o,,g,f,f,f,f,3.54,15.01,,g,n,,,f,f,,d,u
59773,2.62,o,,k,f,f,f,f,2.58,11.97,,g,g,,,f,f,,d,u
59774,2.89,o,,k,f,f,f,f,2.9,11.57,,g,n,,,f,f,,d,a
59775,2.72,o,,g,f,f,f,f,3.09,12.3,,g,g,,,f,f,,d,u
59776,2.14,o,,g,f,f,f,f,3.35,13.66,,g,n,,,f,f,,d,a
59777,2.58,o,,k,f,f,f,f,2.71,15.36,,g,g,,,f,f,,d,u
59778,3.02,o,,k,f,f,f,f,3.77,15.03,,g,g,,,f,f,,d,u
59779,2.99,o,,g,f,f,f,f,3.81,16.04,,g,n,,,f,f,,d,a
59780,3.71,o,,k,f,f,f,f,4.02,15.85,,g,g,,,f,f,,d,a
59781,3.12,o,,g,f,f,f,f,3.18,13.87,,g,n,,,f,f,,d,u
59782,2.76,o,,g,f,f,f,f,3.16,13.59,,g,n,,,f,f,,d,a
59783,3.03,o,,g,f,f,f,f,4.37,18.45,,g,n,,,f,f,,d,u
59784,2.85,o,,g,f,f,f,f,3.79,15.16,,g,g,,,f,f,,d,a
59785,2.74,o,,k,f,f,f,f,3.03,14.32,,g,g,,,f,f,,d,a
59786,2.72,o,,k,f,f,f,f,3.23,15.7,,g,n,,,f,f,,d,u
59787,3.14,o,,g,f,f,f,f,3.93,15.92,,g,g,,,f,f,,d,u
59788,2.86,o,,g,f,f,f,f,4.44,15.44,,g,n,,,f,f,,d,u
59789,2.52,o,,k,f,f,f,f,3.76,15.44,,g,n,,,f,f,,d,u
59790,3.25,o,,k,f,f,f,f,3.93,16.13,,g,n,,,f,f,,d,u
59791,3.11,o,,g,f,f,f,f,3.25,16.69,,g,n,,,f,f,,d,u
59792,3.05,o,,g,f,f,f,f,3.97,15.97,,g,n,,,f,f,,d,a
59793,3.24,o,,g,f,f,f,f,3.46,15.12,,g,g,,,f,f,,d,a
59794,2.91,o,,k,f,f,f,f,2.72,11.38,,g,n,,,f,f,,d,a
59795,2.35,o,,k,f,f,f,f,3.2,15.88,,g,g,,,f,f,,d,u
59796,3.35,o,,g,f,f,f,f,4.13,16.74,,g,n,,,f,f,,d,a
59797,3.13,o,,k,f,f,f,f,3.66,16.78,,g,n,,,f,f,,d,u
59798,2.89,o,,k,f,f,f,f,3.34,15.52,,g,n,,,f,f,,d,a
59799,3.31,o,,k,f,f,f,f,3.66,16.37,,g,n,,,f,f,,d,u
59800,3.0,o,,k,f,f,f,f,3.0,14.01,,g,n,,,f,f,,d,a
59801,2.85,o,,k,f,f,f,f,2.72,11.19,,g,g,,,f,f,,d,a
59802,2.94,o,,k,f,f,f,f,3.64,15.82,,g,g,,,f,f,,d,u
59803,3.18,o,,k,f,f,f,f,2.85,10.92,,g,n,,,f,f,,d,a
59804,3.48,o,,g,f,f,f,f,3.81,15.39,,g,n,,,f,f,,d,u
59805,3.47,o,,k,f,f,f,f,3.9,16.6,,g,n,,,f,f,,d,u
59806,3.03,o,,g,f,f,f,f,3.34,12.79,,g,g,,,f,f,,d,a
59807,2.56,o,,g,f,f,f,f,2.34,10.41,,g,g,,,f,f,,d,u
59808,3.17,o,,k,f,f,f,f,3.34,15.95,,g,n,,,f,f,,d,a
59809,2.93,o,,g,f,f,f,f,3.27,14.82,,g,n,,,f,f,,d,a
59810,3.77,o,,g,f,f,f,f,3.65,15.04,,g,n,,,f,f,,d,a
59811,2.92,o,,g,f,f,f,f,3.91,16.09,,g,g,,,f,f,,d,a
59812,3.32,o,,g,f,f,f,f,3.13,15.98,,g,g,,,f,f,,d,a
59813,3.67,o,,k,f,f,f,f,4.51,17.05,,g,n,,,f,f,,d,a
59814,2.73,o,,k,f,f,f,f,3.54,14.16,,g,g,,,f,f,,d,a
59815,3.35,o,,g,f,f,f,f,3.35,14.94,,g,n,,,f,f,,d,a
59816,2.78,o,,g,f,f,f,f,2.97,13.76,,g,n,,,f,f,,d,a
59817,2.81,o,,g,f,f,f,f,3.12,13.53,,g,g,,,f,f,,d,a
59818,3.23,o,,g,f,f,f,f,3.21,15.45,,g,n,,,f,f,,d,a
59819,3.15,o,,k,f,f,f,f,2.88,13.92,,g,n,,,f,f,,d,a
59820,3.06,o,,g,f,f,f,f,3.65,15.91,,g,n,,,f,f,,d,u
59821,2.98,o,,g,f,f,f,f,3.59,13.91,,g,g,,,f,f,,d,u
59822,2.63,o,,g,f,f,f,f,3.17,14.09,,g,n,,,f,f,,d,a
59823,2.69,o,,k,f,f,f,f,2.99,13.94,,g,g,,,f,f,,d,u
59824,2.57,o,,k,f,f,f,f,3.86,16.05,,g,n,,,f,f,,d,u
59825,2.77,o,,k,f,f,f,f,3.51,15.83,,g,n,,,f,f,,d,u
59826,3.13,o,,g,f,f,f,f,3.53,16.79,,g,g,,,f,f,,d,a
59827,2.98,o,,g,f,f,f,f,3.82,17.28,,g,n,,,f,f,,d,u
59828,2.73,o,,g,f,f,f,f,3.02,13.18,,g,g,,,f,f,,d,u
59829,2.64,o,,g,f,f,f,f,2.09,12.08,,g,n,,,f,f,,d,a
59830,2.58,o,,k,f,f,f,f,4.13,14.72,,g,n,,,f,f,,d,u
59831,2.78,o,,g,f,f,f,f,3.54,15.82,,g,n,,,f,f,,d,a
59832,3.4,o,,k,f,f,f,f,4.23,15.95,,g,g,,,f,f,,d,a
59833,3.11,o,,g,f,f,f,f,3.74,14.98,,g,g,,,f,f,,d,a
59834,2.58,o,,k,f,f,f,f,3.1,12.06,,g,g,,,f,f,,d,u
59835,3.42,o,,g,f,f,f,f,4.43,17.04,,g,g,,,f,f,,d,u
59836,2.95,o,,g,f,f,f,f,3.04,15.43,,g,n,,,f,f,,d,u
59837,3.06,o,,k,f,f,f,f,3.52,15.13,,g,g,,,f,f,,d,u
59838,3.22,o,,g,f,f,f,f,3.32,14.37,,g,g,,,f,f,,d,u
59839,3.28,o,,g,f,f,f,f,3.26,13.41,,g,n,,,f,f,,d,u
59840,3.68,o,,k,f,f,f,f,4.25,16.23,,g,n,,,f,f,,d,u
59841,3.05,o,,k,f,f,f,f,4.26,16.68,,g,g,,,f,f,,d,a
59842,2.96,o,,g,f,f,f,f,3.55,14.0,,g,n,,,f,f,,d,u
59843,3.16,o,,k,f,f,f,f,3.48,14.31,,g,n,,,f,f,,d,u
59844,2.56,o,,g,f,f,f,f,3.39,14.33,,g,g,,,f,f,,d,a
59845,3.16,o,,k,f,f,f,f,3.74,16.42,,g,n,,,f,f,,d,u
59846,2.67,o,,k,f,f,f,f,2.84,13.38,,g,g,,,f,f,,d,u
59847,3.15,o,,g,f,f,f,f,3.01,16.61,,g,n,,,f,f,,d,u
59848,3.01,o,,g,f,f,f,f,3.89,15.11,,g,g,,,f,f,,d,u
59849,3.48,o,,g,f,f,f,f,3.78,16.05,,g,n,,,f,f,,d,u
59850,3.05,o,,k,f,f,f,f,3.24,13.84,,g,g,,,f,f,,d,u
59851,3.31,o,,k,f,f,f,f,2.98,14.75,,g,g,,,f,f,,d,a
59852,2.95,o,,g,f,f,f,f,3.44,16.35,,g,g,,,f,f,,d,a
59853,3.16,o,,g,f,f,f,f,3.62,16.46,,g,n,,,f,f,,d,u
59854,2.98,o,,g,f,f,f,f,3.38,15.67,,g,n,,,f,f,,d,u
59855,3.17,o,,g,f,f,f,f,3.41,14.09,,g,n,,,f,f,,d,u
59856,3.44,o,,k,f,f,f,f,4.1,15.69,,g,g,,,f,f,,d,u
59857,3.19,o,,g,f,f,f,f,2.8,13.99,,g,g,,,f,f,,d,a
59858,3.13,o,,g,f,f,f,f,3.26,15.18,,g,n,,,f,f,,d,a
59859,2.59,o,,g,f,f,f,f,3.02,15.34,,g,n,,,f,f,,d,a
59860,2.42,o,,k,f,f,f,f,3.06,12.44,,g,n,,,f,f,,d,u
59861,2.93,o,,k,f,f,f,f,3.57,14.15,,g,n,,,f,f,,d,a
59862,3.03,o,,g,f,f,f,f,3.96,17.12,,g,g,,,f,f,,d,u
59863,2.37,o,,g,f,f,f,f,2.77,14.33,,g,g,,,f,f,,d,a
59864,3.22,o,,k,f,f,f,f,3.27,13.66,,g,g,,,f,f,,d,a
59865,2.8,o,,g,f,f,f,f,3.19,15.37,,g,g,,,f,f,,d,a
59866,3.25,o,,g,f,f,f,f,3.38,15.2,,g,n,,,f,f,,d,a
59867,2.98,o,,g,f,f,f,f,3.44,11.49,,g,n,,,f,f,,d,u
59868,2.96,o,,g,f,f,f,f,4.03,14.76,,g,g,,,f,f,,d,a
59869,3.59,o,,k,f,f,f,f,4.62,19.71,,g,n,,,f,f,,d,u
59870,2.42,o,,k,f,f,f,f,3.8,14.53,,g,g,,,f,f,,d,u
59871,3.19,o,,k,f,f,f,f,3.77,15.57,,g,g,,,f,f,,d,u
59872,3.42,o,,k,f,f,f,f,3.8,16.43,,g,g,,,f,f,,d,a
59873,3.06,o,,k,f,f,f,f,3.08,13.71,,g,g,,,f,f,,d,a
59874,2.74,o,,k,f,f,f,f,3.93,15.81,,g,n,,,f,f,,d,a
59875,3.31,o,,g,f,f,f,f,4.49,18.29,,g,n,,,f,f,,d,u
59876,3.34,o,,g,f,f,f,f,3.67,16.1,,g,n,,,f,f,,d,a
59877,2.19,o,,k,f,f,f,f,2.87,11.99,,g,n,,,f,f,,d,a
59878,2.1,o,,k,f,f,f,f,1.79,9.78,,g,g,,,f,f,,d,u
59879,2.58,o,,g,f,f,f,f,2.65,12.96,,g,n,,,f,f,,d,a
59880,2.98,o,,g,f,f,f,f,4.32,17.12,,g,g,,,f,f,,d,u
59881,3.22,o,,g,f,f,f,f,3.8,15.52,,g,g,,,f,f,,d,u
59882,2.39,o,,k,f,f,f,f,2.86,14.76,,g,n,,,f,f,,d,u
59883,2.76,o,,k,f,f,f,f,3.68,12.64,,g,n,,,f,f,,d,u
59884,2.95,o,,g,f,f,f,f,3.99,16.08,,g,g,,,f,f,,d,a
59885,3.25,o,,g,f,f,f,f,3.75,15.89,,g,n,,,f,f,,d,u
59886,3.6,o,,k,f,f,f,f,3.72,19.13,,g,n,,,f,f,,d,a
59887,3.44,o,,k,f,f,f,f,3.78,15.68,,g,g,,,f,f,,d,u
59888,3.02,o,,k,f,f,f,f,4.16,18.09,,g,n,,,f,f,,d,a
59889,3.75,o,,k,f,f,f,f,4.08,15.62,,g,n,,,f,f,,d,a
59890,3.41,o,,k,f,f,f,f,4.01,16.46,,g,g,,,f,f,,d,u
59891,3.18,o,,k,f,f,f,f,3.79,15.45,,g,g,,,f,f,,d,a
59892,2.99,o,,k,f,f,f,f,4.07,16.53,,g,n,,,f,f,,d,u
59893,2.94,o,,k,f,f,f,f,3.36,16.7,,g,g,,,f,f,,d,a
59894,2.64,o,,g,f,f,f,f,3.76,15.06,,g,n,,,f,f,,d,u
59895,2.76,o,,g,f,f,f,f,2.31,11.59,,g,g,,,f,f,,d,a
59896,2.99,o,,g,f,f,f,f,3.28,15.53,,g,g,,,f,f,,d,u
59897,3.31,o,,k,f,f,f,f,4.32,17.67,,g,g,,,f,f,,d,a
59898,2.8,o,,k,f,f,f,f,2.79,13.82,,g,n,,,f,f,,d,a
59899,3.18,o,,g,f,f,f,f,4.34,16.2,,g,g,,,f,f,,d,u
59900,2.93,o,,g,f,f,f,f,3.3,16.78,,g,g,,,f,f,,d,a
59901,3.02,o,,g,f,f,f,f,2.97,12.48,,g,n,,,f,f,,d,u
59902,2.54,o,,g,f,f,f,f,3.41,14.79,,g,n,,,f,f,,d,u
59903,2.9,o,,k,f,f,f,f,3.55,13.88,,g,n,,,f,f,,d,u
59904,3.08,o,,k,f,f,f,f,3.64,16.29,,g,n,,,f,f,,d,a
59905,3.64,o,,k,f,f,f,f,4.76,19.16,,g,n,,,f,f,,d,u
59906,2.94,o,,k,f,f,f,f,3.24,14.49,,g,n,,,f,f,,d,a
59907,3.29,o,,k,f,f,f,f,4.34,18.71,,g,g,,,f,f,,d,a
59908,2.62,o,,g,f,f,f,f,3.26,14.02,,g,g,,,f,f,,d,u
59909,3.71,o,,k,f,f,f,f,4.62,19.36,,g,n,,,f,f,,d,a
59910,3.43,o,,g,f,f,f,f,3.12,12.75,,g,n,,,f,f,,d,a
59911,3.38,o,,g,f,f,f,f,4.0,14.07,,g,n,,,f,f,,d,a
59912,3.24,o,,k,f,f,f,f,3.57,17.83,,g,n,,,f,f,,d,u
59913,3.07,o,,g,f,f,f,f,4.39,16.49,,g,n,,,f,f,,d,u
59914,2.57,o,,g,f,f,f,f,3.16,14.93,,g,n,,,f,f,,d,a
59915,2.96,o,,g,f,f,f,f,2.75,17.22,,g,n,,,f,f,,d,u
59916,3.53,o,,k,f,f,f,f,3.24,14.11,,g,n,,,f,f,,d,u
59917,3.5,o,,g,f,f,f,f,3.76,17.35,,g,n,,,f,f,,d,u
59918,2.39,o,,g,f,f,f,f,2.82,14.49,,g,g,,,f,f,,d,a
59919,2.45,o,,k,f,f,f,f,3.07,13.83,,g,g,,,f,f,,d,a
59920,2.83,o,,g,f,f,f,f,4.1,16.6,,g,n,,,f,f,,d,a
59921,2.65,o,,g,f,f,f,f,2.77,12.77,,g,g,,,f,f,,d,u
59922,2.63,o,,g,f,f,f,f,3.5,12.96,,g,n,,,f,f,,d,a
59923,3.04,o,,g,f,f,f,f,4.01,15.78,,g,g,,,f,f,,d,a
59924,2.94,o,,g,f,f,f,f,3.72,15.75,,g,g,,,f,f,,d,a
59925,3.18,o,,g,f,f,f,f,3.92,16.3,,g,n,,,f,f,,d,a
59926,2.5,o,,g,f,f,f,f,2.75,12.9,,g,n,,,f,f,,d,u
59927,3.2,o,,k,f,f,f,f,3.45,13.38,,g,g,,,f,f,,d,u
59928,2.97,o,,k,f,f,f,f,3.85,17.75,,g,g,,,f,f,,d,u
59929,3.18,o,,k,f,f,f,f,3.28,13.08,,g,n,,,f,f,,d,a
59930,3.02,o,,k,f,f,f,f,3.55,12.97,,g,g,,,f,f,,d,u
59931,3.07,o,,k,f,f,f,f,3.02,14.3,,g,g,,,f,f,,d,u
59932,2.8,o,,k,f,f,f,f,3.1,14.2,,g,g,,,f,f,,d,u
59933,2.72,o,,k,f,f,f,f,3.7,15.9,,g,n,,,f,f,,d,a
59934,2.57,o,,g,f,f,f,f,3.48,14.34,,g,g,,,f,f,,d,u
59935,3.2,o,,g,f,f,f,f,3.41,14.38,,g,g,,,f,f,,d,u
59936,3.36,o,,k,f,f,f,f,3.36,15.78,,g,g,,,f,f,,d,u
59937,3.3,o,,k,f,f,f,f,2.72,11.08,,g,g,,,f,f,,d,a
59938,2.69,o,,g,f,f,f,f,2.61,13.08,,g,n,,,f,f,,d,a
59939,2.45,o,,k,f,f,f,f,3.15,12.15,,g,g,,,f,f,,d,a
59940,2.3,o,,g,f,f,f,f,2.77,13.43,,g,n,,,f,f,,d,u
59941,2.49,o,,g,f,f,f,f,3.17,15.43,,g,g,,,f,f,,d,u
59942,3.05,o,,k,f,f,f,f,3.58,15.55,,g,n,,,f,f,,d,a
59943,3.35,o,,g,f,f,f,f,3.97,18.93,,g,g,,,f,f,,d,u
59944,3.56,o,,g,f,f,f,f,3.05,17.64,,g,n,,,f,f,,d,u
59945,2.92,o,,g,f,f,f,f,3.9,13.89,,g,n,,,f,f,,d,a
59946,2.19,o,,g,f,f,f,f,2.97,14.87,,g,n,,,f,f,,d,u
59947,3.1,o,,g,f,f,f,f,2.81,14.01,,g,n,,,f,f,,d,a
59948,2.67,o,,g,f,f,f,f,3.11,16.12,,g,g,,,f,f,,d,a
59949,2.42,o,,k,f,f,f,f,2.98,12.67,,g,g,,,f,f,,d,u
59950,3.3,o,,g,f,f,f,f,3.5,16.53,,g,g,,,f,f,,d,u
59951,2.71,o,,k,f,f,f,f,3.78,14.36,,g,g,,,f,f,,d,u
59952,2.58,o,,k,f,f,f,f,3.02,13.25,,g,n,,,f,f,,d,a
59953,3.16,o,,k,f,f,f,f,3.76,15.38,,g,g,,,f,f,,d,a
59954,2.89,o,,k,f,f,f,f,3.05,13.32,,g,g,,,f,f,,d,a
59955,2.69,o,,k,f,f,f,f,2.93,13.19,,g,g,,,f,f,,d,u
59956,2.78,o,,k,f,f,f,f,2.82,12.31,,g,g,,,f,f,,d,a
59957,2.75,o,,k,f,f,f,f,3.43,15.32,,g,g,,,f,f,,d,u
59958,3.09,o,,k,f,f,f,f,4.12,18.47,,g,n,,,f,f,,d,a
59959,2.87,o,,g,f,f,f,f,2.78,15.36,,g,n,,,f,f,,d,a
59960,2.91,o,,g,f,f,f,f,3.12,14.96,,g,g,,,f,f,,d,u
59961,2.87,o,,k,f,f,f,f,3.32,14.94,,g,n,,,f,f,,d,a
59962,2.83,o,,g,f,f,f,f,3.4,12.6,,g,n,,,f,f,,d,u
59963,3.12,o,,k,f,f,f,f,2.3,12.79,,g,g,,,f,f,,d,a
59964,3.4,o,,k,f,f,f,f,3.83,16.38,,g,g,,,f,f,,d,u
59965,3.19,o,,k,f,f,f,f,3.14,12.67,,g,n,,,f,f,,d,u
59966,3.41,o,,g,f,f,f,f,3.54,16.57,,g,n,,,f,f,,d,u
59967,3.03,o,,g,f,f,f,f,3.88,16.01,,g,g,,,f,f,,d,a
59968,3.21,o,,g,f,f,f,f,3.65,14.18,,g,n,,,f,f,,d,a
59969,2.7,o,,k,f,f,f,f,3.46,16.4,,g,g,,,f,f,,d,u
59970,2.52,o,,g,f,f,f,f,3.21,14.89,,g,g,,,f,f,,d,u
59971,2.69,o,,g,f,f,f,f,3.49,13.87,,g,n,,,f,f,,d,a
59972,2.94,o,,g,f,f,f,f,3.47,13.85,,g,n,,,f,f,,d,a
59973,2.82,o,,k,f,f,f,f,3.2,13.93,,g,n,,,f,f,,d,u
59974,2.94,o,,k,f,f,f,f,4.55,17.24,,g,g,,,f,f,,d,u
59975,3.2,o,,g,f,f,f,f,3.84,15.53,,g,n,,,f,f,,d,u
59976,3.11,o,,k,f,f,f,f,3.48,14.94,,g,n,,,f,f,,d,u
59977,3.42,o,,g,f,f,f,f,3.36,14.44,,g,n,,,f,f,,d,u
59978,3.58,o,,k,f,f,f,f,3.7,14.57,,g,n,,,f,f,,d,u
59979,2.21,o,,g,f,f,f,f,3.37,16.69,,g,g,,,f,f,,d,a
59980,3.3,o,,k,f,f,f,f,3.77,17.07,,g,g,,,f,f,,d,a
59981,2.66,o,,g,f,f,f,f,3.0,12.51,,g,g,,,f,f,,d,u
59982,2.48,o,,k,f,f,f,f,2.46,11.3,,g,g,,,f,f,,d,u
59983,2.57,o,,k,f,f,f,f,2.8,13.63,,g,n,,,f,f,,d,u
59984,2.54,o,,k,f,f,f,f,3.4,15.62,,g,n,,,f,f,,d,a
59985,3.22,o,,g,f,f,f,f,3.41,16.54,,g,n,,,f,f,,d,u
59986,3.11,o,,k,f,f,f,f,4.1,16.07,,g,g,,,f,f,,d,u
59987,3.13,o,,g,f,f,f,f,3.08,14.45,,g,g,,,f,f,,d,u
59988,3.09,o,,k,f,f,f,f,3.21,12.16,,g,g,,,f,f,,d,u
59989,2.94,o,,g,f,f,f,f,3.55,17.04,,g,g,,,f,f,,d,u
59990,3.09,o,,g,f,f,f,f,4.13,16.97,,g,g,,,f,f,,d,a
59991,2.88,o,,k,f,f,f,f,4.06,15.34,,g,n,,,f,f,,d,a
59992,2.73,o,,g,f,f,f,f,3.24,13.32,,g,g,,,f,f,,d,a
59993,3.11,o,,g,f,f,f,f,3.76,15.43,,g,g,,,f,f,,d,u
59994,2.71,o,,k,f,f,f,f,3.36,14.98,,g,n,,,f,f,,d,u
59995,2.71,o,,k,f,f,f,f,3.19,14.33,,g,n,,,f,f,,d,u
59996,3.04,o,,k,f,f,f,f,4.29,16.52,,g,g,,,f,f,,d,u
59997,2.56,o,,g,f,f,f,f,3.04,14.53,,g,g,,,f,f,,d,u
59998,2.84,o,,k,f,f,f,f,3.04,14.69,,g,n,,,f,f,,d,u
59999,2.69,o,,g,f,f,f,f,2.59,14.28,,g,n,,,f,f,,d,a
60000,2.95,o,,g,f,f,f,f,3.3,15.33,,g,g,,,f,f,,d,u
60001,2.79,o,,g,f,f,f,f,3.31,12.22,,g,g,,,f,f,,d,u
60002,3.05,o,,g,f,f,f,f,3.9,17.07,,g,n,,,f,f,,d,u
60003,3.15,o,,k,f,f,f,f,2.72,13.04,,g,g,,,f,f,,d,a
60004,2.71,o,,g,f,f,f,f,3.59,16.05,,g,n,,,f,f,,d,a
60005,3.02,o,,g,f,f,f,f,3.45,15.29,,g,n,,,f,f,,d,u
60006,3.17,o,,g,f,f,f,f,3.05,15.14,,g,n,,,f,f,,d,u
60007,3.43,o,,k,f,f,f,f,3.77,15.91,,g,g,,,f,f,,d,u
60008,3.25,o,,g,f,f,f,f,3.63,17.44,,g,g,,,f,f,,d,a
60009,3.18,o,,k,f,f,f,f,4.42,16.33,,g,g,,,f,f,,d,a
60010,10.2,o,,n,f,f,f,f,3.64,25.11,,g,n,,,f,f,,d,u
60011,8.62,o,,e,f,f,f,f,3.62,24.32,,g,n,,,f,f,,d,u
60012,10.9,o,,e,f,f,f,f,3.74,25.11,,g,n,,,f,f,,d,u
60013,8.12,o,,e,f,f,f,f,2.98,22.25,,g,n,,,f,f,,d,s
60014,8.74,o,,n,f,f,f,f,3.29,24.22,,g,n,,,f,f,,d,s
60015,9.3,o,,e,f,f,f,f,3.15,24.2,,g,n,,,f,f,,d,u
60016,7.87,o,,n,f,f,f,f,3.06,23.21,,g,n,,,f,f,,d,u
60017,9.78,o,,e,f,f,f,f,3.16,24.53,,g,n,,,f,f,,d,u
60018,10.96,o,,e,f,f,f,f,3.89,26.2,,g,n,,,f,f,,d,s
60019,10.16,o,,e,f,f,f,f,3.49,28.08,,g,n,,,f,f,,d,u
60020,10.5,o,,e,f,f,f,f,3.84,26.04,,g,n,,,f,f,,d,u
60021,9.21,o,,n,f,f,f,f,3.35,26.46,,g,n,,,f,f,,d,u
60022,8.03,o,,n,f,f,f,f,3.34,24.53,,g,n,,,f,f,,d,u
60023,8.74,o,,e,f,f,f,f,2.83,22.03,,g,n,,,f,f,,d,s
60024,9.13,o,,n,f,f,f,f,3.18,25.46,,g,n,,,f,f,,d,s
60025,6.67,o,,e,f,f,f,f,3.55,24.04,,g,n,,,f,f,,d,u
60026,6.14,o,,n,f,f,f,f,3.24,24.0,,g,n,,,f,f,,d,s
60027,10.44,o,,n,f,f,f,f,4.58,25.92,,g,n,,,f,f,,d,s
60028,9.7,o,,e,f,f,f,f,2.73,22.07,,g,n,,,f,f,,d,s
60029,8.02,o,,e,f,f,f,f,3.32,23.76,,g,n,,,f,f,,d,u
60030,10.84,o,,e,f,f,f,f,3.48,24.49,,g,n,,,f,f,,d,s
60031,12.72,o,,n,f,f,f,f,3.29,25.87,,g,n,,,f,f,,d,s
60032,6.96,o,,n,f,f,f,f,2.78,22.26,,g,n,,,f,f,,d,u
60033,6.38,o,,e,f,f,f,f,1.99,20.75,,g,n,,,f,f,,d,s
